Uniprot	Pref_Name	Gene ID	Target_Class	Organism	Near_Neighbor_ChEMBLID	Near_Neighbor_Smiles	Near_Neighbor_Bioactive_organism	Near_Neighbor_conf_score	NN_activity	NN_Units	Input_Compound	Similarity
P51686	C-C chemokine receptor type 9	10803	GPCR	Homo sapiens	CHEMBL3797425	COc1cccnc1N1C(=O)c2c(Cl)ccc(NS(=O)(=O)c3ccc(C(C)(C)C)cc3)c2C1=O	Homo sapiens	9	7.66	Ki	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.207920792079
P32247	Bombesin receptor subtype-3	680	GPCR	Homo sapiens	CHEMBL1087200	CCC(C)(C)Cc1c[nH]c(CCc2ccc3c(c2)CN(C)C(=O)c2ccccc2-3)n1	Homo sapiens	9	7.7	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.207920792079
P25116	Proteinase-activated receptor 1	2149	GPCR	Homo sapiens	CHEMBL322093	COc1ccccc1-c1cc(N(CCCN2CCCCCC2)Cc2ccc3c(c2)OCO3)on1	Homo sapiens	9	5.66	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.207547169811
P80365	11-beta-hydroxysteroid dehydrogenase 2	3291	Oxidoreductases	Homo sapiens	CHEMBL2380648	CC(C)(C)N1CCN(c2ccc(N3CCN(C(=O)N[C@H]4C5CC6CC4C[C@](C(N)=O)(C6)C5)c4ccccc43)nc2)CC1	Homo sapiens	9	5.4	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.207207207207
P11473	Vitamin D receptor	7421	NHR	Homo sapiens	CHEMBL4216710	COC(=O)c1ccccc1OCc1oc(-c2ccccc2OC)nc1C	Homo sapiens	9	5.49	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.20652173913
Q9UDY8	Mucosa-associated lymphoid tissue lymphoma translocation protein 1	10892	Protease	Homo sapiens	CHEMBL4127375	COc1ncc(NC(=O)C2CCN(c3ncccc3Cl)CC2)cc1Cl	Homo sapiens	9	7.89	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.20618556701
P50281	Matrix metalloproteinase 14	4323	Protease	Homo sapiens	CHEMBL1084206	COc1cccc(N2CCN(c3ccc(S(=O)(=O)C4(C(=O)NO)CCOCC4)cc3)CC2)c1	Homo sapiens	8	5.54	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.20618556701
P14902	Indoleamine 2,3-dioxygenase	3620	Oxidoreductases	Homo sapiens	CHEMBL4062551	COc1ccc(-c2csc(N/N=C3\\CC(=O)c4ccccc43)n2)cc1OC	Homo sapiens	9	5.28	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.20618556701
P10828	Thyroid hormone receptor beta-1	7068	NHR	Homo sapiens	CHEMBL4202476	COC(=O)c1cccc(OCc2oc(-c3ccccc3OC)nc2C)c1	Homo sapiens	9	5.01	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.20618556701
P10827	Thyroid hormone receptor alpha	7067	NHR	Homo sapiens	CHEMBL4202476	COC(=O)c1cccc(OCc2oc(-c3ccccc3OC)nc2C)c1	Homo sapiens	9	5.0	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.20618556701
P05413	Fatty acid binding protein muscle	2170	Transporter	Homo sapiens	CHEMBL2334258	COc1ccc(-n2nc(-c3ccccc3OCCCC(=O)O)cc2-c2ccccc2)cc1	Homo sapiens	9	5.78	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.20618556701
Q9NXS2	Glutaminyl-peptide cyclotransferase-like protein	54814	Transferases	Homo sapiens	CHEMBL3649504	COc1ccc(N/C(=C/[N+](=O)[O-])NCCCn2cncc2C)c(OC)c1	Homo sapiens	9	7.26	Ki	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.205882352941
Q9NXG6	Hypoxia-inducible factor prolyl 4-hydroxylase	54681	Other	Homo sapiens	CHEMBL3651453	COCCN1CCN(c2cc(-n3[nH]cc(-c4cccnc4)c3=O)ncn2)CC1	Homo sapiens	9	6.05	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.205882352941
Q5TC84	Opioid growth factor receptor-like protein 1	79627	Other	Homo sapiens	CHEMBL3695270	COc1ccc(Nc2nc3ccccc3n(C3CCN(C4CCCCCCC4)CC3)c2=O)cn1	Homo sapiens	8	6.82	Ki	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.205882352941
Q09428	Sulfonylurea receptor 1	6833	Transporter	Homo sapiens	CHEMBL360610	COc1cc(CC(=O)N[C@@H](CC(C)C)c2ccccc2N2CCCCC2)ccc1C(=O)O	Homo sapiens	9	7.08	Kd	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.205882352941
O95931	Chromobox protein homolog 7	23492	Other	Homo sapiens	CHEMBL3827834	COc1cccc(C(=O)N2CCN(C(=O)COc3ccc(NC(N)=O)c(C)c3)CC2)c1OC	Homo sapiens	9	5.0	Ki	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.205882352941
Q9NZQ7	Programmed cell death 1 ligand 1	29126	Other	Homo sapiens	CHEMBL3582256	COc1cc(OCc2cccc(-c3ccccc3)c2C#N)cc(OC)c1CN1CCCC[C@H]1C(=O)O	Homo sapiens	9	8.22	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.205607476636
Q16873	Leukotriene C4 synthase	4056	Lyases	Homo sapiens	CHEMBL3939700	COc1cc(N(CC2CC2)c2ccc(C(F)(F)F)c3ccccc23)cnc1C(=O)C1CC1C(=O)O	Homo sapiens	8	7.72	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.205607476636
O43193	Motilin receptor	2862	GPCR	Homo sapiens	CHEMBL474606	COc1cccc(CCN(Cc2ccccc2-c2ccc(N3CCNCC3)cc2)C(=O)NC2CCCCC2)c1	Homo sapiens	9	5.3	EC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.205357142857
Q03431	Parathyroid hormone receptor	5745	GPCR	Homo sapiens	CHEMBL389787	Cc1cc2c(cc1OCc1ccccc1)C(C1CCCCC1)=NN(C)C(=O)N2c1ccc(NCCc2ncc[nH]2)cc1	Homo sapiens	9	8.74	Ki	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.205128205128
Q15596	Peroxisome proliferator-activated receptor gamma/Nuclear receptor coactivator 2	10499	Other	Homo sapiens	CHEMBL1510509	COc1ccccc1-c1nnc(S)n1-c1ccccc1	Homo sapiens	5	5.2	EC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.204819277108
P35790	Choline kinase alpha	1119	Kinase	Homo sapiens	CHEMBL3764898	CN1CCCN(Cc2ccc(-c3ccc(N4CCN(C)CC4)cc3)cc2)CC1	Homo sapiens	9	6.11	Kd	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.204819277108
P13569	Cystic fibrosis transmembrane conductance regulator	1080	Transporter	Homo sapiens	CHEMBL4079174	CNc1nc(Nc2ccccc2)nc(OCC(F)(F)C(F)F)n1	Homo sapiens	9	7.51	EC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.204545454545
P09960	Leukotriene A4 hydrolase	4048	Protease	Homo sapiens	CHEMBL164211	COc1cc(Cc2ccccc2)ccc1OCCN1CCCC1	Homo sapiens	8	5.05	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.204545454545
Q92753	Nuclear receptor ROR-beta			Homo sapiens	CHEMBL4288937	COc1ccccc1C(=O)c1sccc1-c1cccc(C(F)(F)F)c1	Homo sapiens	9	6.66	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.204301075269
Q14832	Metabotropic glutamate receptor 3	2913	GPCR	Homo sapiens	CHEMBL3747735	O=C1c2cc(COc3ccccc3)nn2CCN1c1ccc(F)cc1	Homo sapiens	9	7.13	EC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.204301075269
P37059	Estradiol 17-beta-dehydrogenase 2	3294	Oxidoreductases	Homo sapiens	CHEMBL188202	CN1C(=O)C[C@H](c2ccccc2)[C@@H]1[C@@H](O)c1cccc(C(F)(F)F)c1	Homo sapiens	8	6.06	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.204301075269
O60911	Cathepsin L2	1515	Protease	Homo sapiens	CHEMBL2042461	COc1cc(Nc2cc3ccccc3cc2C(=O)O)ccc1OCc1ccccc1	Homo sapiens	9	5.96	Ki	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.204301075269
Q9UNA0	ADAMTS5	11096	Other	Homo sapiens	CHEMBL393991	CN1CCN(c2c(/C=C3\\SC(=S)NC3=O)c(-c3ccccc3)nn2-c2ccccc2)CC1	Homo sapiens	8	5.34	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.204081632653
Q9UBU7	Activator of S phase kinase DBF4	10926	Other	Homo sapiens	CHEMBL1958417	CN1CCC(Nc2nc(-c3c[nH]c4ncccc34)cc(=O)[nH]2)CC1	Homo sapiens	7	9.96	Ki	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.204081632653
Q9NUW8	Tyrosyl-DNA phosphodiesterase 1	55775	Hydrolases	Homo sapiens	CHEMBL4163805	COc1cc2c(OCCN3CCCC3)nc3c4cc5c(cc4ccc3c2cc1OC)OCO5	Homo sapiens	9	5.16	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.204081632653
Q96KB5	PDZ-binding kinase	55872	Kinase	Homo sapiens	CHEMBL1986263	CCn1c(C)c(-c2ccnc(Nc3cccc(OC)c3)n2)sc1=O	Homo sapiens	8	6.2	Ki	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.204081632653
P48775	Tryptophan 2,3-dioxygenase	6999	Oxidoreductases	Homo sapiens	CHEMBL3628599	CN1CCN(C(=O)c2cccc(Cn3nnc4c3C(=O)c3ccccc3C4=O)c2)CC1	Homo sapiens	9	7.52	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.204081632653
P10696	Alkaline phosphatase placental-like	251	Hydrolases	Homo sapiens	CHEMBL1310309	CCn1c(SCC(=O)c2ccc(O)c(O)c2)nnc1-c1ccccc1OC	Homo sapiens	9	5.36	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.204081632653
O15554	Intermediate conductance calcium-activated potassium channel protein 4	3783	Ion_Channel	Homo sapiens	CHEMBL3287205	O=C1CS(=O)(=O)c2cccnc2N1Cc1ccc(F)c(OC(F)(F)F)c1	Homo sapiens	9	7.31	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.204081632653
Q9NQB0	TCF4/beta-catenin	6934	Other	Homo sapiens	CHEMBL2018595	CN1CCN(c2nc(NCc3ccc(NC(=O)c4ccc(F)cc4)cc3)c3ccccc3n2)CC1	Homo sapiens	7	5.52	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.203883495146
Q13085	Acetyl-CoA carboxylase 1	31	Ligases	Homo sapiens	CHEMBL3110079	CCCOc1ccc(N2CCN(c3noc(CC)n3)C(C(F)(F)F)C2)c(C)c1	Homo sapiens	9	6.31	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.203883495146
P35222	Catenin beta-1	1499	Other	Homo sapiens	CHEMBL2018595	CN1CCN(c2nc(NCc3ccc(NC(=O)c4ccc(F)cc4)cc3)c3ccccc3n2)CC1	Homo sapiens	7	5.52	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.203883495146
P18054	Arachidonate 12-lipoxygenase	239	Oxidoreductases	Homo sapiens	CHEMBL3113183	COc1cccc(CNc2ccc(S(=O)(=O)Nc3cccc(N4CCNCC4)c3)cc2)c1O	Homo sapiens	9	5.46	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.203883495146
P17301	Integrin alpha-2	3673	Other	Homo sapiens	CHEMBL1836350	CC(CC(=O)O)N1Cc2ccc(NC(=O)c3ccc(N4CCNCC4)cc3)cc2C1=O.Cl	Homo sapiens	7	7.43	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.203883495146
P08686	Cytochrome P450 21	1589	Oxidoreductases	Homo sapiens	CHEMBL4288970	CC(=O)N1CCN(c2ccc(/C=C/c3cc(Cl)cc(COc4cccnc4)c3)cc2)CC1	Homo sapiens	9	5.0	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.203883495146
P03952	Plasma kallikrein	3818	Protease	Homo sapiens	CHEMBL403042	COc1ccc(-n2nc(C(N)=O)cc2C(=O)Cc2ccc(-n3ccccc3=O)cc2F)cc1	Homo sapiens	9	5.05	Ki	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.203883495146
Q9Y2T5	Probable G-protein coupled receptor 52	9293	GPCR	Homo sapiens	CHEMBL4226253	COCCNC(=O)c1cnn(-c2cccc3cc(Cc4cccc(C(F)(F)F)c4)sc23)c1	Homo sapiens	9	7.21	EC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.203703703704
P54829	Tyrosine-protein phosphatase non-receptor type 5	84867	Phosphatase	Homo sapiens	CHEMBL1421470	COc1ccccc1NS(=O)(=O)c1cc(NC(S)=NCCN2CCOCC2)ccc1N1CCOCC1	Homo sapiens	8	5.08	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.203703703704
P13726	Coagulation factor III	2152	Other	Homo sapiens	CHEMBL379552	COc1ccc(NC(=O)NCc2cccc(-c3cccc(-c4cc5c[nH]ccc-5n4)c3O)c2)c(OC)c1	Homo sapiens	9	7.55	Ki	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.203703703704
O15294	UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit	8473	Transferases	Homo sapiens	CHEMBL3691685	COc1cccc(N2CCN(C(=O)C(NS(=O)(=O)c3ccc4c(c3)CCC(=O)N4)c3ccccc3)CC2)c1	Homo sapiens	8	5.2	Kd	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.203703703704
P11474	Estrogen-related receptor alpha	2101	NHR	Homo sapiens	CHEMBL4170236	COc1ccc(Cn2ncc3cc(/C=C4\\SC(=O)N(CCN5CCCC5)C4=O)ccc32)c(C(F)(F)F)c1	Homo sapiens	9	7.34	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.203539823009
P02675	Fibrinogen beta chain	2244	Other	Homo sapiens	CHEMBL600008	COc1ccc(N)c2c1C(=O)c1ccccc1C2=O	Homo sapiens	8	5.3	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.20253164557
Q9UGI6	Small conductance calcium-activated potassium channel protein 3	3782	Ion_Channel	Homo sapiens	CHEMBL257156	COc1cc2c(cc1OC)[C@H](CCC[C@H]1c3cc(OC)c(OC)cc3CCN1C)N(C)CC2.Cl.Cl	Homo sapiens	8	5.52	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.202380952381
Q9H2S1	Small conductance calcium-activated potassium channel protein 2	3781	Ion_Channel	Homo sapiens	CHEMBL257156	COc1cc2c(cc1OC)[C@H](CCC[C@H]1c3cc(OC)c(OC)cc3CCN1C)N(C)CC2.Cl.Cl	Homo sapiens	8	5.58	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.202380952381
Q92952	Small conductance calcium-activated potassium channel protein 1	3780	Ion_Channel	Homo sapiens	CHEMBL257156	COc1cc2c(cc1OC)[C@H](CCC[C@H]1c3cc(OC)c(OC)cc3CCN1C)N(C)CC2.Cl.Cl	Homo sapiens	8	5.42	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.202380952381
P42858	Huntingtin	3064	Other	Homo sapiens	CHEMBL495005	CN1CCN(c2ncnc3ccc(Br)cc23)CC1	Homo sapiens	8	5.88	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.202380952381
Q9NPI1	Bromodomain-containing protein 7	29117	Other	Homo sapiens	CHEMBL3824146	COc1cc(-c2cn(C)c(=O)c3ccccc23)cc(OC)c1CN(C)C	Homo sapiens	9	6.97	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.202247191011
Q99250	Sodium channel protein type II alpha subunit	6326	Ion_Channel	Homo sapiens	CHEMBL28854	CN1CCN(c2ncc(-c3cc(Cl)cc(Cl)c3Cl)c(N)n2)CC1	Homo sapiens	8	5.59	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.202247191011
P00736	Complement C1r	715	Protease	Homo sapiens	CHEMBL10254	O=c1oc(Nc2ccccc2OC(F)(F)F)nc2ccccc12	Homo sapiens	8	5.4	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.202247191011
O95069	Potassium channel subfamily K member 2	3776	Ion_Channel	Homo sapiens	CHEMBL28854	CN1CCN(c2ncc(-c3cc(Cl)cc(Cl)c3Cl)c(N)n2)CC1	Homo sapiens	9	5.4	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.202247191011
O15382	Branched-chain-amino-acid aminotransferase, mitochondrial	587	Transferases	Homo sapiens	CHEMBL3793997	O=C1c2ccccc2CCN1c1ccc(-c2cc[nH]n2)cc1	Homo sapiens	9	5.8	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.202247191011
Q9Y345	Glycine transporter 2	9152	Transporter	Homo sapiens	CHEMBL3325507	CN1CCC(NC(=O)c2ccc(COc3ccc(C(F)(F)F)cc3)cc2)CC1	Homo sapiens	9	6.98	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.202127659574
Q9NR97	Toll-like receptor 8	51311	Other	Homo sapiens	CHEMBL4069667	CCCCNc1nc(N)nc(C)c1CCCN1C(=O)c2ccccc2C1=O	Homo sapiens	9	6.34	EC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.202127659574
Q15109	Advanced glycosylation end product-specific receptor	177	Other	Homo sapiens	CHEMBL2179074	CCN(CC)CCOc1ccccc1Nc1nc(-c2ccc(Cl)cc2)cc(-c2ccc(Cl)cc2)n1	Homo sapiens	9	5.34	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.202127659574
P19438	Tumor necrosis factor receptor R1	7132	Other	Homo sapiens	CHEMBL423208	CCN1C(=O)c2cc3c(OC)cc(OCc4ccccn4)cc3n2C1=S	Homo sapiens	8	6.51	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.20202020202
P14410	Sucrase-isomaltase	6476	Hydrolases	Homo sapiens	CHEMBL4281051	CCOc1cc(/C=C2\\SC(=S)NC2=O)ccc1OCN1C(=O)c2ccccc2C1=O	Homo sapiens	5	5.11	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.20202020202
P10253	Lysosomal alpha-glucosidase	2548	Hydrolases	Homo sapiens	CHEMBL4281051	CCOc1cc(/C=C2\\SC(=S)NC2=O)ccc1OCN1C(=O)c2ccccc2C1=O	Homo sapiens	5	5.11	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.20202020202
O75469	Pregnane X receptor	8856	NHR	Homo sapiens	CHEMBL1643736	COc1ccccc1-c1cc2cc(C(C)(C)C(=O)NC(C)(C)C)ccc2n1CC(=O)NC(C)(C)C	Homo sapiens	8	6.13	EC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.20202020202
O43451	Maltase-glucoamylase	8972	Hydrolases	Homo sapiens	CHEMBL4281051	CCOc1cc(/C=C2\\SC(=S)NC2=O)ccc1OCN1C(=O)c2ccccc2C1=O	Homo sapiens	5	5.11	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.20202020202
P23284	Cyclophilin B	5479	Isomerases	Homo sapiens	CHEMBL3647429	COc1ccccc1C1CCCN1C(=O)CNC(=O)NCc1ccc(N)nc1	Homo sapiens	9	5.28	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.201923076923
P13501	C-C motif chemokine 5	6352	Other	Homo sapiens	CHEMBL1270493	Cc1ncnc(C)c1C(=O)N1C[C@@H]2CN(CCC(c3ccccc3)C3CCN(CC(F)(F)F)CC3)C[C@@H]2C1	Homo sapiens	8	7.77	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.201923076923
Q92569	PI3-kinase class I	8503	Other	Homo sapiens	CHEMBL3683502	CN1CCN(Cc2ccc(-n3nc(C(=O)N4CCOCC4)c4c3-c3ccccc3S(=O)(=O)C4)cn2)CC1	Homo sapiens	5	6.47	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.201834862385
Q8WYR1	PI3-kinase class I	23533	Other	Homo sapiens	CHEMBL3683502	CN1CCN(Cc2ccc(-n3nc(C(=O)N4CCOCC4)c4c3-c3ccccc3S(=O)(=O)C4)cn2)CC1	Homo sapiens	5	6.47	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.201834862385
Q15717	ELAV-like protein 1	1994	Other	Homo sapiens	CHEMBL1309685	COc1cc(OC)c2c(-c3ccccc3)cc(=O)oc2c1C(CC(=O)N1CCCC1)c1ccc2c(c1)OCO2	Homo sapiens	9	5.98	Ki	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.201834862385
P22894	Matrix metalloproteinase 8	4317	Protease	Homo sapiens	CHEMBL3950850	O=C(NCc1cccc(N2CCN(C(=O)Cc3c[nH]cn3)CC2)c1)c1nc2ccccc2c(=O)[nH]1	Homo sapiens	9	7.35	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.201834862385
